,Reviews
3874,Outstanding product.
3875,Superb display and performance.Also I got an opportunity to buy with an handsome discount during the big billion days' sale.I have purchased cosmic black device which is looking decent. Jitendrasinh Solanki.
3876,all things are good but battery drainage very fast
3877,Perfectly blended with all the consistent hardware and easy to use ui . It's fully worth to buy it
3878,"ProsExcellent design and display, smooth performance, good camera, superfast charging - 25 mins only, all sensors availableConsBattery drainage, 8 hours with nominal use like gaming, video, music, surfing, etc.Overall good phone,only battery is downside."
3879,"I have used this mobile for around 10 days. This mobile is for those who don't care much about camera quality and battery life. Still u have very good fast charging. I am a very heavy user and currently I'm using the phone for around 12-15 hrs a day. I charge the mobile to 80-90% at the beginning of the day and I will charge it again at the end of the day. I do all kinds of tasks like scrolling, multimedia, gaming etc. For these tasks the mobile is a beast. The display is a very very quality ..."
3880,Battery backup is low
3881,This model gets heated very frequently.
3882,"I love this phone performance is excellent, camera is excellent, battery is awesome, design is next level tq Realme"
3883,Good
3884,"Camera very bad not money value, call recording announce very bad., Wi-Fi calling not work not option"
3885,Overall value for money product. Battery life could have been a little more better. Although it easily lasts a day long with single charge with normal usage. The fast charger supplied with the box is a boon. It charges phone to 100 % within 30-35 minutes.
3886,Heating issue faced.
3887,"Almost 2 weeks used, camera quality is just ok and needs improvement. Battery discharges quickly and can be improved. The fast charger provided is nice but heats up the phone a lot when charging. Performance and display is nice and the single speaker is just acceptable."
3888,Front camera should be better in low light conditions. Battery is decent but superdot charger works good.
3889,"Amezing display,Amezing battery 🔋 life,Amezing performanceDecent camera 📸,Overall value for money."
3890,Good
3891,"Good for pricing,"
3892,Pros:1.Screen response is good. 2.App usage is smooth. 3.Finger print and face unlock works very well.Cons:1.Screen is small.2.Sound quality is bad.3.Even ring tone sound is not that great.4.Camera is ok but it could have been better. It is little disappointment. I was using Redmi Note 6 Pro and its camera was much better than this phone.5.Battery drains very fast. That is the biggest issue. It can not last more than one day. You need to charge it after 18hrs at least.6.Sometimes a...
3893,Best
3894,"Unmatched level of phone in its segment i got it at just 16000k ,its feel is just awesome"
3895,Good phone but need to improve some performance for the value of the money
3896,Fabulous
3897,Build quality very poor I am not happy build quality
3898,Nice
3899,Good mobaile
3900,Really nice and perfect if you are looking in 28k segment..I really prefer this one..camera is too good.Battery charging in 33mins from 0 to 100%
3901,Awesome 😎 feel like plagship phone.. specially display ....😍🥰
3902,"Amezing mobile, Nice performance and Awesome camera quality"
3903,Mobile is good & good value for money
3904,Very bad phone
3905,All is overall good but there is problem in the battery.sometimes it drains
3906,"Fentastic mobile,  best in range"
3907,Very good
3908,Superb display ... Good performance...very sleek n light weight...👌🏼👌🏼👌🏼
3909,With con call Internet not working at the same time
3910,So cool..... ☺️
3911,"Camera is decentBattery is draining too fast but fast charging is superb to compensate that,33 mins full chargePhone is heating a bit but thanks to super cooling it cools down rapidlyUser interface is awesome**Edit after usage of 5 monthsCamera is superb but at night time don't expect muchCharges in a time range of 35 to 40 minsQuick drain under direct sunlight usageSmooth Refresh rateFinally worth the buy go for it"
3912,Good phone
3913,Aesome camera is good quality and phone background so beautiful ❤️
3914,Excellent
3915,Very good phone to buy and very good experience of mine using 5 days. A very good product to buy.
3916,Normal usage battery life 6hour only
3917,"Only Camera is best. , rest all are not as expexted with 30 k range phone. Perform is like below 15k phone. Display is ok ok, sound quality is also not very good. Back cover get dirty in one day. Sometimes games get crashed and restarted himself. ."
3918,Good
3919,Super performance but battery drain fast
3920,Image quality does not have expected even my realme X2 camera is low light performance as better than real GT master so overall phone it's quite good but cameras not have satisfy so do it software improvement I hope so but this what is omnivision sensor and match in Samsung or Sony sensor even this price range company with go with Sony or Samsung sensor so camera point of view very disappointed
3921,Over-all this Phone is very good only battery
3922,Very good product
3923,Worst battery backup
3924,Very good product camera sound smoothness very nice I love it
3925,Worth purchase this mobile really very good in all utilities such as battery backup easy to use camera is most amezing ....
3926,Good
3927,Nice product
3928,Great product purchased at great price. Awesome.
3929,Ok ok 😊
3930,I have use this mobile 7days it outstanding performance and display quality is super
3931,Good
3932,"Camera result is awesome,Battery fully charged in just 30-33 minutes 0 to 100%"
3933,"Just some times ago I was a mi user but now Realme and one of the best decisions of my life I have ever taken, a simple and bug-free UI and one of the best display, super-fast charger and battery also good."
3934,SD card not Supported Except this GT Master is really Master
3935,"Overall phone stood up to the expectation. I liked the amoled Screen, i had purchased white color and it look amazing with the back cover provided by the company."
3936,Best phone in this budget
3937,Very NYC phone
3938,Great Mobile
3939,Automatic call recording is biggest challenge in this handset for saved number in your phonebook. You have add all contact number list one by one for auto call recording of incoming and outgoing calls. Its very time consuming job which can never be done. Rest all features and everything is good in this handset apart from call recording feature. Realme should give solution for this call recording issue and resolve the issue by giving update in google dialer application or give realme dialer ap...
3940,Good phone is bought in offer below  20k.. Camera sucks though
3941,Best quality value of money happy for this product  everything is awesome 😀😀
3942,Not bad
3943,Good choice
3944,Everything in this phone is next level. Camera is phenomenal.Performance- nothing to talk about it it's exceptional.Ui is awesome 😎.Battery is decent but charger is massive.You should check this phone .It's a perfect all rounder.
3945,Everything is good value for money happy with this mobile
3946,Superb Phone really smooth different feeling I love it..
3947,Awesome 👌 excellent
3948,"This is the third phone from realme familyFirst purchased realmeC2,seconed realme XTAll the phones using regularly ,and no problumes faced so far,feel good real me GT also"
3949,What a phone amazing flipkart delievery and packing best 👍👍👍👍
3950,Wow 😳
3951,Super
3952,Gud
3953,Nice mobile But Some Feature automatically open like DO not disturb service open automatically it's hardware problem
3954,Value for money
3955,Value for money Phone. performance is on pointBattery backup is awesome and charging Speed is beyond imagination it only takes 32 minutes to get full charge
3956,Everything is good but battery backup is not up to mark
3957,Great phone for the price
3958,Good phone. Got it for 17499 in BBD sale and it's worth every penny at this price point. Pros: 1)Good display but a bit less bright in outdoor conditions2)Decent battery life. Would last a day on normal usage easily. 3) Compact form factor4) Very fast charging.  I didn't record the time but it charges phone around 3-4 percent per minute. 5) Good performance in day to day tasks. Cons: 1) Ram management could be better. 2) Camera is Ok. Sony sensor would have been better. 3)Although ...
3959,This mobile is soo good but bettry department is low
3960,Valuable mobile phone
3961,Everything is good except battery backup
3962,Love everything about this mobile.Just wish battery was a bit more since I play games a lot .But the phone gets charged in just 35 minutes which is ridiculously fast and awesome.Can play at the highest graphics with gt mode on and it will run smooth.The camera is great.Showing some samples from a recent trek
3963,Average camera qualityNeed some approvment in camera softwareI think real resolve this prblm immediatelyThanku
3964,"Overall average product, camera average, battery Average, display top notch, performance super..."
3965,Nice
3966,good phone
3967,This is best value for price...i dont think you will get this type of phone in this 22k range...best part is OS is very clean but yes some blotware is there and camera is also good at this price bracket..if you want to buy this at 22k-23k go for it..
3968,Superb
3969,A good purchase
3970,TILL TODAY EVERYTHING IS WORKING GOOD.
3971,Very nice mobile.charging is impressive and performance is also good
3972,Good phone but not Super in the price segment i am little dissatisfied with performance with price segment.
3973,"Purchased it during BB Sale,This phone is a kind of beast in itself, Display is sharp and bright. Battery is enough for a day with heavy to moderate uses. Camera is good, it can be better. It would be better if they have provided metal frame.You can buy it if you are looking for performance, display, battery. Camera is good at this price."
3974,Awsm deal
3975,"Overall when bought with added offers and discounts a value for money phone! The 65 watt dart charger is of no use, takes about 1hr to fully charge, the screen could've been a bit stronger compared to Mi 11 lite NE, there's heating issue when too many apps are running simultaneously! When bought under 20k a good all rounder."
3976,perfect mobile
3977,Got it at 18000 with 8 + 128 GB Killer deal at this price with Snapdragon 778 5G processor and 120HZ Super Amoled DisplayLoving the phone and it's performanceAnd the charging speed is just WOW !!❤️
3978,Nice product😊👍
3979,Today received this phone 30mnt after used heating.. not good I want back my money
3980,Best in Big billion days
3981,Excellent smartphone
3982,Didn't like front camera and battry life .. otherwise it's a very good package
3983,Mobile was super No problemsAll goodBut speaker is not loudAnd smmoth and we'll performance
3984,Good phone and rate
3985,Pathetic Realme UI
3986,Nice 🙂😍
3987,"Flipkart deal was awesome. I really happy to have this mobile.Delivery boy is so polite and managed time for delivery thanks to delivery boy.attaching macro image pic, please have a look of clarity.Thanks to realme and Flipkart."
3988,amazing phone
3989,Nice
3990,Good in all categories but it's display is bad
3991,Good one by realme its very value of money.
3992,Overall is awesome performanceCamera is also goodJust one problem Auto brightness functionality not working
3993,"Worthy product , I have been using since 9 days experience still awesome you should go with this ."
3994,Good quality
3995,Awesome
3996,"Its wasted of my money, I never purchased this type of worst mobile entire my life. Mobile was hanging and signals use also is there , camera also shacking Please don't waste money 😓😓"
3997,Under 20k me best phone in mobile market good performance good 📷 good body disine
3998,Just wow
3999,JUST AWSOME
4000,Display and performance was awesome but Battery backup and camera are not good. If you want good battery backup and camera don't buy this.
4001,"Amazing product worth money.Lite weight and easy to handlecamera is goodPerformance is at the bestBattery is not that much but okFast charging is really working great.Also the backcover provided was really good which gives protection from dust in charging slot, headphone jack."
4002,"Superb phone,nice camera..only one problem.very fast charging n vfast draining 😭"
4003,Good
4004,Very good
4005,Overall Allrounder phone Excellent Performance and Camera as well and superfast charging only 33 min only have 02 Cons battery backup and MonoSpeaker.
4006,Am not interested in this mobile
4007,Not Bad
4008,Super
4009,Good phone
4010,Good Offer as well Phone
4011,Good phone
4012,good
4013,"Cons,1. Phone heats faster 2. Battery drain fasterPlease resolve this 2 issue as soon as possible"
4014,Phone heats when we do a multi tasking......Like using phone (not for games but for others) while keeping hotspot on....Good processor and working nicely but charging backup is not up to mark as compared to charging with 20W charger.May be battery gets drained early because of Fast charging.The best thing is Battery will be charged to 50% in 15 minutes.....
4015,Nice mobile superb working
4016,Everything is okExcept battery performanceGood performanceGood camera( both rear and selfie)Best display
4017,Good phone
4018,Everything is fabulous but battery backup is below average.
4019,Not bad.weakness is battery .
4020,Very bad battery only4 hr backup
4021,Good light weight
4022,"Battery  🔋 is ok, not upto the mark but fast charging helps it out.worth buying if you get it for 18k."
4023,Amazing phone in all prospectus
4024,Satisfied
4025,It's really good device and i really want this nd i got it wow..🥳🥳
4026,Value for money. I liked it  super charging vis awesome
4027,"Good value for money At this range Go for it... ,,,,"
4028,"Mind blowing product at minimum cost,very fast processor"
4029,super I like it
4030,Good mobile nice
4031,Good
4032,Great 👍👍
4033,Excellent
4034,Good
4035,Charger is good . Charging speed is good but battery life don't suit this mobile. All good in this mobile but only problem is bettery backup. Have to charge 3/4 times a day. So not recommended for those who are on travel. Camera is also good
4036,I loved it.. got a pretty nice discount so I am happy..
4037,"Product is great in this price, display is very good, performance is super, this review I am giving after using 3 days. battery performance could have been better. It can be fixed with some software update, But overall phone is fantastic. Highly recommended."
4038,Best mobile
4039,Pros -Processor Call QualityScreenIn Display Fingerprint sensorSelfi CameraFast Charging
4040,Waste mobile battery problem
4041,Call connectivity very poor....other things good
4042,Nice
4043,Awesome 😎😎🤗🤗💕
4044,Nc
4045,Awesome phone .120hz gliding on.
4046,best at this prize with 5g
4047,Overall good
4048,Awesome phone😍🥰
4049,"Very good phone at a great price,bought during flipkart big billion sale."
4050,Switch from redmi 4A. Everything is Excellent . Specially Camera and speed is excellent . No regret of buying it.
4051,Best mobile
4052,"I brought this phone in Big Billion days, got good Discount. Phone is really good for its worth, it charges completely in 35 mins and battery backup is also good for Normal usage, Display is superb, smooth operation touch is so good. One thing I observed is mobile data works faster than my previous 4g mobile. Camera is good. Totally worth for money."
4053,After two months I'm giving that rewiew1 ) Battery is very pathetic need to charge two times in day. That is big issue with that phone.2) Getting gang sometime.
4054,Excellent Good cameraSuper processor Smooth display
4055,Osm thanks flipkart
4056,Good
4057,"Product is very good, Better than One Plus phone I think. The only feature that I found missing is Realme Dialer which  i was using before in my realme x2 phoneCamera  - 8/10Sound 7/10Speed Refresh Rate -  9/10Value for Money 9/10"
4058,Reviewing After 2 Days..Pros:The task processing speed of this device is great..Display is superb.Charging speed of this mobile is unbelievable.. so fast..Cons:Speaker is not satisfying.. noisy.. sound is not sweet.. Battery draining is little fast.. Will edit this review after a week and month if I get some likes or appreciation.. thanks
4059,"Very nice camera,back camera needs some upgrades which can be easily solved by the software updates the battery doesn't last much longer but still can be easily charged by the 65Watt superdart charger which is one of the best feature of this smartphone...realme ui 2 is superb and smooth...Overall a great value for money deal....Impressed by flipkart delivery and customer support...I got the delivery the next day I ordered which is very fast..very very appreciated..(Review after 2 day usage)"
4060,As name depicted its a master indeedIf i list out some of the prosFantastic display Excellent touch responseAesthetics of phone is too goodCharging is blazing fast ConsCamera could've improvedBattery life is not greatSince it has single speaker that too not so loudDats it for now.
4061,To be very honest..the display is very awesome and that 120 hz wow..u will surely feel it... charging is mind-blowing...camera is average..and I got it for 24999 (256 gb variant). it's awesome
4062,😍Really thanks Flipkart 😘Really I love this product 😍
4063,Using realme GT master edition is great experience.....it is very smooth...and worth of price
4064,Great product
4065,Good value for money
4066,Great deal...good phone ..got this phone in bbd sale.Charging is super fast.Looks are ossam.Display is super smoothWith normal usage battery can run for a day but it drains fast ...thanks to superfast charger..Rest all is good in the phone.
4067,I think this is best phone
4068,Very good phone at very great price. Overall balanced phone. Value for money.
4069,Honestly it is a killer phone in this price range
4070,Best product from Realme. I'm very excited to use it
4071,battery drains faster & 4k videos not supporting
4072,I love colour
4073,Best camera 📸📷 best performance... Mind blowing..Only 37 minit charg in 0 to 100%.. best display .. with super amoled.Best Street Photography.. Awesome camera 📷Portrait Mode is SUPER COOL.😍😍Best Realme Phone....Rate 5 of 4.9
4074,Nice
4075,"A very good all rounder device. I am really loving it. Really a steal deal in the sale. Pros:1) Very good performance. Experienced no lags and gaming has been superb too.2) A very good display. Lovely to watch shows and movies.3) Very fast charging. Its super fast and helps a lot.4) Battery life though not great is good enough  specially considering the charging speeds.5) Camera is capable enough but not very good. Though by using Google Camera app, it takes stunning photos so not a pr..."
4076,"Very good and no.1 ,good packing very super fast delivery thank you flipkart and team."
4077,Battery is draining very fast in this mobile It hardly last 5 hours even without gamming imagine what will happen if one start gaming in this mobile Not Recommended At All
4078,I got this phone for 21 k nd I m happy.. cz quick charger takes much less time to charge.. and performance very good . I dnt know about others but I m satisfied. And gt mode for game is🔥
4079,"Battery backup poor very bed experience realme. oppo is better, I use last 4 years oppo f11"
4080,Great phone
4081,Great Price on Flipkart !
4082,Great 👍 purchase
4083,Must buy 😍😍😘😘😘😎
4084,Supop mobile value for money 👍👍
4085,Best mobile in this price segment and under 21k Value for money
4086,I think its a best Phone under 20k.. Its fast charging omg mind blowing..I was Mi fan..I loved miui but u get same type of user interface in realme ui soo totally loved it..also the headphone jack is present in it nowadays brands try to remove it but realme they kept thumbs up for that.. Indisplay fingerprint work's brilliantly iam in love with it..so totally a complete package...
4087,Nice products
4088,"In hand feel is god. Compact phone. battery charging time is fast. Bought it in big billion day sale. Cost me 22500, so at this price point it was best deal one could get."
4089,Good
4090,Recommended
4091,Good
4092,Awesome phone
4093,Best Mobile
4094,Good performance also nice looking. It's battery has charge within 30min is the Plus point. For gaming or watching videos it is fabulous. Camera is also good. Go for it.
4095,Too less Battery backup not value for money.. bad for that piece reang..
4096,"Good Product, delivery is speed."
4097,Battery back up is not upto Mark. It should be more than 5000..battery is just average
4098,Best phone at this price range.Really impressed 😍
4099,"Good camera, 34 minutes full charging, fast processor, Overall Gud at price range upto Rs. 25000 , Only thing have to wait for how long the performance continues."
4100,Best phone but battery fast charge and performance Very low
4101,Everything decent of this phone performance killer camera killer charging speed faster bt the main prblm realted to this phone is battery backup it almost given 6hrs or 7 hrs of batter backup which can be improved.. overall good smartphone.
4102,Nice product
4103,Great Product! Totally Worth it.
4104,Nice product
4105,Performance is good weight less and slim overall good mobile
4106,Excellent
4107,Awesome
4108,Good product
4109,Nice
4110,Best phone
4111,"Battery backup less then 1 day ,but super fast charger"
4112,Not bad
4113,"The selfie camera of the mobile is not so good, the back camera is very good, maybe it will be fine after the update, the processor is very good and the battery is also charged very quickly, it is a very good mobile in this price range."
4114,Best
4115,Not best camera but its good very good results.
4116,Phone is very good and best performance
4117,Supper
4118,"Lots of connectivity issues, Like wifi and internet.It is able to pull 50 to 300kb max with broadband having bandwidth of 70mbps.Faced lot downloding and browsing issues.I cont even play the PUBG bcs of this connectivity issue."
4119,Issue with battery backup little bit low but in this range of money this mobail is fabulous.
4120,Nice looking overall good
4121,Camera performance is below average specially selfie cam
4122,Don't buy any other because one phone is bad for them and if you complain then there is no reply
4123,Overall Good phone but some issue brightness auto mode  its not properly work I hope realme fix in update
4124,Fantastic phone. Display and performance is brilliant.
4125,Vvv. Nice
4126,I'm Grateful To Own This Device.... No Issue Till Now
4127,Good mobile in this price range but battery drain quickly so for battery performance is not good
4128,Heating issue in normal usage
4129,Awesome device.Good performance Fast changing is performed good .Can be full charged with in 30-35 minutesBattery backup is comparatively less
4130,Phone is nice But the price is little bit high.Other than that it is very good and no heating problem.It only heats while charging which is usual in all phones and cools down immediately.
4131,Nice phone . Phone ta khub valo
4132,"If you are moving from redmi to realme.. you will be disappointed in first week but from second week you will realize how great this phone is.battery drains fast compare to redmi phones but superfast charging compensate that flaw. 30% t0 100% in just 20 mins.. this is just wow. in hand feel is awesome. camera is good, display and other features are great.i am not a gamer so cant comment on that aspect.Like my review if you find it helpful."
4133,Very nice mobile
4134,"It's an amazing product 😘💙💙 , loved it"
4135,Nice product and quality camera not for profit li
4136,"This smartphone at this price range is the best in the market. Also it has every bands of 5g. You can play any games for long hours without any hassle. I played COD, firefly, NFS for 4 hours straight. No issue. Camera is awesome at this price range.Got this best phone at only 20k on Flipkart big billion day sale. And as always Flipkart shopping and delivery was smooth awesome and hassle free."
4137,All Rounder😍😍😍
4138,Super Mobile
4139,"Awesome buy in 19500, phone looks classy in hand and it's premium phone."
4140,Best phone
4141,One of the best under 30k
4142,Good
4143,Good good product suggestions to buy it
4144,Ok
4145,God
4146,Just awesome ❤️❤️
4147,Super super super super
4148,Its good for 21k
4149,Awaome mobile
4150,Totallyyy Super Package for ideally one 📱....
4151,Super
4152,1 issue for mobile - invalid input show every 1 minit how solution
4153,Battery is above average
4154,Best premium mid range mobile Use mobile in 120 HZ then it will perform like flagship
4155,"all good, worth it."
4156,Average performanceOverall good
4157,Battery doesn't last more than 24 hours on normal usage. Though fast charging is working as said by company. Camera is not that great. Overall 3 out of 5.
4158,Good
4159,Nice product
4160,"Good quality phone, nice"
4161,"Screen quality is very good indoor,while outside is not that good enough, camera are good, haptics are ok,phone is slim and lightweight, not much heating issues, blootwares are given heavily loaded🥴"
4162,I ordered this smartphone for my relatives and used for a while. It looks really good and have a strong inbuilt performance system.
4163,Worst phone ever battery heating up vigorously and draining too fast performance vice no lag it's ok
4164,Overall phone is good but battery performance is very poor.sometimes finger print senser not working properly.
4165,very good
4166,Ok. Its  feel like 15k mobile.
4167,Great delivery as always... awesome deal...only the camera doesn't live up the hype still pretty capable camera.
4168,Really great
4169,Very good mobile in this range
4170,Best phone in loww price must buy
4171,Nice phone
4172,Awesome
4173,Extraordinary fantastic Mind-blowing ♥️🥰♥️
4174,"Nice mobile,value for money. But battery life need to be given better"
4175,I'm very happy todayGood product
4176,I perched the phone only Rs-19379.Phone performance is awesome Very fast open appsBattery is not goodSelfie camera is good but back camera is not good.Overall performance is awesome.
4177,"Don't purchase.  camera quality is very bad,18-20k mi and samsung mobile very best option"
4178,Nice and superb mobile weight less and very slim mobile.....and charger is very impressive.
4179,"Hands on feel is very awesome 🤩Display is lit✨Camera performance should be improved in low-light☹️Battery drains a little bit fast😢Design is the best in this range phones😍The ui is better than in old realme phonesOverall you will be satisfied with this phone,after getting it"
4180,Nice one
4181,Really good 😊😃Realme GT mobile is so amazing phone supper gaming 🎮 Phone 📱 camera is awesome 😎 Tq flipkart really Love 😘 realme mobile 📲 s
4182,Its display amazing and performance is great and superfast for gaming but camera is not too much clear when zoom
4183,Heating problemBattery drain fast
4184,Osssam
4185,Super phoneAwsome offer ..Camera 9/10Battery 10/10Charging 10/10Desingn -8/10In hand feel -10/10Performence -9/10Display 10/10
4186,ReaIme GT master this is amazing mobile thank you for Flipkart
4187,Very nice pic
4188,Excellent Phone at this price range.
4189,Great phone for this budget outdoor. Fast charging is great. And camera is good. Overall nice packege
4190,Everything is good performance is niceBattery backup is not as expected but fine
4191,Battery problem
4192,Nice design
4193,Good mobile. The speed is awesome. Camera is better and not the best
4194,The worst thing after using 1 hour of video call on Botim It drained 17% of the battery. The best part is it charges in 33-35 mins depending on the number of apps on your phone. Build quality is good. Camera quality is somewhat up to the mark. While zoomimg the image pixels tear apart. Not worth 28k. Its good if the price was around 22k. Will review in detail after 2 weeks of usage. Flipkart took another 2 day extra to deliver. Bit can understand the traafic due to big billion sale.
4195,Good
4196,"This is really a master phone in this price range. I am delighted to get this . Exceptional display , battery charge is very fast , camera is wow. Processor is very responsive. No heating. Phone back cover is of premium quality. Very light weight."
4197,Nice value for money..
4198,Mini Flagship Phone
4199,Most premium phone under this range.🤩 Unbelievable performance. I like it with in first impression.💥🔥🔥🔥Gt mode is running as butter with full flow. Only in realme GT master edition Snapdragon 788; 6n processor is full optimised under this range.Every thing is okay. Buy without any confusion or doubts.Main and selfie camera work as Pro. Super dart 🎯 charging like as bullet train. Full charge in only 26 minutes.Refresh rate 120; also run smoothly with full HD+ & Super Amoled + display...
4200,Osm
4201,For the price i get a super deal
4202,"Good Camera, good Display with super smooth perfomance from decent battery back up phone."
4203,One of the best smart phone under 21000
4204,Very nice
4205,"Awesome Mobile...👍1) Display quality best2) Processor very responsive3) User Interface very good4) Battery good but charger Best in class, takes only 30 to 35 minutes to charge from 15% to 100%5) weight balance very good6) Front camera very Good but rear camera is not as good as it should be, special in low lighting7) Overall experience is 'Very Good'."
4206,Everything is one level up ❣️
4207,Mindblowing productFor daily use it is best.
4208,Poor battery backupLow quality display!
4209,Best mobile
4210,Superb mobile
4211,Good product....
4212,Out standing phone the killer of the mid range flakship phone ammezing
4213,Really good
4214,Nice mobile
4215,Very good performance phone under 25k
4216,Photos are crisp and good
4217,GOOD
4218,Super phone .No words to say.If u are looking for a phone with high productivity and usage definitely go for it...its worth it  .I hope to use it for the next 5 years
4219,except battery draining fast issue..all things are awasome..value for money..BBS
4220,The phone is awesome.
4221,Good phoen full charge from 0 to 100 % I just 33min
4222,"Awesome product in this price range, Pros1. Light weight2. Body to screen ratio3. Battery backup4. Good back pouch added in the box thank you realme❤️❤️5. Fast chargingCons.1. Light heatingOverall satisfied"
4223,"Worst touchWorst battery enhancementWorst camera.In good network area,that mobile have 2 signal only all time compare to 10000 rupe phone that 10000 rupe phone network qualty is far better that realme gt master edition.Worst build quality,cheaper quality.Totally waste of money .I recommend mi 11x 5g"
4224,Thanks for Us
4225,"Camera above average  but rest of the phone is amazing , outstanding"
4226,Poor battery backup. Battery will get charged in 30 min but also drains out by 6 hrs
4227,Awesome ❣️ love to use it as primary device ❣️
4228,Outstanding camera
4229,I bought this for 15449 with exchange of redmi note 5 pro & at this price range this is one of the best deal. Go for it. Best offer from Flipkart. Value for money 💰
4230,Nice value for money phone......
4231,It's value for money
4232,"Build: 9/10 (plastic but unique design)In hand feel: 10/10 ( perfect dimensions for me)Display: 9/10 (Lack of corning gorilla glass)accessories: 10/10 ( screen protector, fast charger and good back cover)Sound: 7/10 ( lack of dual speaker, dolby Atmos support and average haptic feedback but single speaker is laud enough) performance: (8.5/10) Not a gamer so cannot perfectly say but will definitely work well on day to day basis. Ram management need improvement.. Screen Refresh is good but..."
4233,Awesome under 20k .
4234,Best buy under 20k
4235,Nice phone....excellent screen...just wonderful camera...handy...gaming is excellent.....All over...a mind blowing purchase...
4236,"Very good mobile performance vise..But battery backup is not so good instead of that charging speed is awesome,And camera is average"
4237,Ultra Smooth in processing.Superb display and camera.Felt almost hoding a iPhone...
4238,Not as expected. Battery drains very fast with minimum usage but good thing is it charges quickly.price tag should be decreased. its not value for money.
4239,Good product.....Satisfied
4240,Very Nice Phone
4241,Value for money
4242,Nice
4243,Thank u flipkart for nyc phone
4244,Don't fall into debt trapWastage of money7000 prepaid offer Is not given
4245,value for money
4246,I purchased this with exchange of my realme narzo 20......I felt that narzo 20 is do nice phone comparing with this....In master gt edition 1.battery drain is very heavy..2.heating issue is noticed...3.not accepting screen cast to my Sony tv......    Not satisfied and the mobile is not up to the mark....
4247,"It's a great phone , great gaming performanceOnly drawback is battery but it gets balanced with 65 watt charger And camera is amazing"
4248,Decent
4249,The phone is good but the battery run off very fast But th charger is very good the rubberised case is good the camera quality is nice and good for gaming
4250,Battery power is too poor. It's must have need 5000mh
4251,I don't like battery backup of this phone overall good performance fast charging
4252,Frant camra & video quality  is not good
4253,Supup phone premium quality good profamance phone.
4254,"People are think that realme make only 10-15k range phone. But, i am Shocked when i used this phone first time and i sp impressed with this phone. This phone is completely copy pf oneplus nord 2. Amazing phonePerformance- 5/5Screen- 5/5Battery- 4/5Speaker- 3/5Charging speed - 10/5 😜"
4255,Nice phone under 30k best part is camera too much feature is there 🥳🥳🥳
4256,"Quite a good phone with a very good displaySome good things i found about this phone after a month of usage1.Battery charging time is unbelievable.2.Display is good as it is an amoled screen which allows you to use always on display.3.Refresh rate is a beauty for the eye, the screen transitions are quite smooth.4. Camera 2 api is unlocked by default.Some issues that i faced -->1. Battery drains a little too fast for comfort.2. Useless malware which can be disabled (most of it)3..."
4257,"Very nice looking phone , I will impressed"
4258,Amazing display Amoled 120hzOutstanding performance 778g 5gOverall phenomenon phone
4259,Nice
4260,Nice phone after using camera quality like dslr
4261,Excellent mobile in all regards. Not a big issue to me but stereo speakers would had made it even better
4262,"After working only 1hr, the phone is highly heated."
4263,Very good work phone and touch working cool
4264,Good view
4265,The look is very nice..#premium look.
4266,Nice phone💥💥
4267,All over good
4268,Vesy Styles look withaout cash and Vesry cool Performance Good Phone Best price deal valyu For money 🤑💰
4269,It's a amazing phone
4270,For 19k ......... IT'S BLINDLY A BEST PHONE IN MARKET FOR SURE
4271,The device look very gorgeous and is very premium to feel . I am loving it since first day. some key features which I love the most •haptic feedback•Display 120 hz•battry and charging•looks•3.5 mm headphones jack•camera•performanceBut I am not giving it a 5 star buzIf feel I can spend 2 / 3 k more for metal frame best product to buy ....
4272,"Killing bank offered in this mobile, thanks flipkart and realme"
4273,Best phone if its under 20k
4274,Very good dont think just buy
4275,Awesome product for normal user.its bllitzring fast charging and handy battery backup.great for me.🙂
4276,Good
4277,Superb picture superb phone
4278,Superbbbbbbb perfomance 🚀🚀🚀
4279,Great
4280,Such a nice product
4281,Overall good bt battery is sooo week
4282,Best in class Exchange offer also too goodBut battery drain very fast
4283,Good deviceThanks Flipkart 💖💖
4284,Stunning
4285,A good option with this price range
4286,Received device on yesterday..Overall it's good..speaker volume very low while speaking on call..
4287,Its perfect phone
4288,"Don't take the cosmos black variant if you hate poly plastic and glossy back.... Too much fingerprint magnetic and it looks too bad...... And speaker should be better in this price range ........ Therefore, accept those faults overall phone is awesome you can go for it 👍"
4289,"Review after 2month uses....my mobile's Display Broke after once falling from a height of 4fit.I use mobile cover too,still this happened😭😭This was not expected from Realme..Waste my money 😭😭😭😭.."
4290,Very good
4291,Light weight and very good classy phone. Looking perfect
4292,Next Level performance and camera but battery backup average. Charging facility are very good full charging taken time only 33 minutes realy next level.
4293,great phone
4294,Very worst battery performance
4295,Performance is good .. back camera excellent nd front camera is to good... night camera performance is not clear
4296,Gaming and battery performance 5/5 🔥Selfie photo 5/5 Display quality 5/5 Operating speed 5/5 Back camera 4/5 low as compared one + nord 2Mobile Look 5/5 😍🔥Video recording 4/5 low as compared to one + nord 2 Battery fast charging 5/5 same as compared to one+N2Battery discharge low as compared to one+ Nord 2 🔥Stability performance high
